author_name,rating,content
Raf K,1,"Wasza aplikacja jest do d...... ładowanie wykresu wraz z naniesionymi na niego średnimi jest po prostu żałosne, tak samo jak ustawianie wielkości wykresu po każdym przejściu na inny instrument czas ładowania wykresu jak i jego wielkość nie pozwala dobrze ocenić w którym miejscu jest rynek. To powoduje opóźnienia w zawieraniu lepszych transakcji. Zamykanie zlecenia też jest problematyczne. Kiedyś już zwróciłem uwagę na te problemy ale widać, że za nic macie ulepszanie aplikacji dla dobra klienta."
krzys19791,1,"Ta aplikacja to jakaś parodia.tak się zawiesza,że treading nie jest w ogóle możliwy.aplikacje innych brokerów chodzą płynnie nic się nie zawiesza tylko Xtb ma ten problem.i nie piszcie bzdur,że trzeba aktualizować albo przeinstalować bo to nie pomaga.Inne aplikacje brokerów śmigają aż miło.zróbcie coś z tym bo przez re niedogodności tracicie klientów."
Przemysław Luśnia,3,"Zbyt dużo notyfikacji, a przy tym brak kanałów notyfikacji tak, by wybrać tylko te, którymi jestem zainteresowany. Nie działa funkcja dodawania do ulubionych."
janek janek,1,Uważam za wyłydza Dane osobowe Uważajcie
And Rzej,2,"Popołudniami nie da się przeglądać wykresów jakby wam serwery nie dawały rady przetwarzać danych? Oczywiście przy pojawieniu się istotnych newsów nie da się handlować w ogóle a spread potrafi naliczyć opłaty nawet przy zabezpieczonej pozycji BE, trochę słabo."
Zegarek,1,Od dawna zastanawiamy się jak szpenie od tej aplikacji stawiają S/L. Gdzie 2/3 czarnego miejsca zasłania wykres. Jak na kompie jest super to apka jak była zje. to oddawana zero poprawy.
Ant. CzarnyAn,1,Wysokie koszty wypłacania środków
Piotr Szczepaniak,2,"Nie wiem co zrobiliście przy ostatniej aktualizacji, ale apka tak się zacina, że moje wkurwienie robi moon mission, jak mam z niej korzystać!!!!! Sugestia: Skoro dodaje sobie do wykresu różne funkcje, to dlaczego nie mogę ich mieć na innych wykresach? Na każdym jednym instrumencie muszę po kolei dodawać co mnie interesuje. Słabe to."
Łuki,4,"Brakuje widżetów, przydałaby się ta funkcja."
Przemysław Wilk,1,"Skrót należy rozwinąć jako XTrade Blocker, trzy nałożone blokady na konto w ciągu 4 miesięcy niezgodnie z regulaminem i uzasadnieniem:""bo możemy"" przypomina działania piramidy finansowej, Nie polecam"
B4D,3,"Jest dobrze. Dość przejrzysta i łatwa w obsłudze aplikacja. Ostatnio zbyt duże opóźnienia, zamykanie kontraktu ostatnio zajmuje nawet kilkanaście minut. Przez ostatnie dni nie udało się zamknąć żadnej pozycji w kwocie wyświetlonej....."
Mariusz Banaś,5,najlepszy broker w Polsce napewno a może i w Europie:)
Krystian Walasiewicz,1,Aplikacja zawiesza się przy większej płynności na 5 minut nie pozwalając zamknąć pozycji kiedy ponownie się zalogujesz strata jest potężna pomimo stop losa który oczywiście zadziała kiedy jest już dużo za późno nie polecam
Monstars,2,W ostatnim czasie aplikacja mobilna crashuje się co 10 min
Łukasz Guzik,5,"Wszystko przejrzyste, jasne zasady. jedynie do czego można się przyczepić to do słabego działania kroczącego stop lossa. Aplikacja wtedy musi być cały czas włączona."
Robert Wilczyński,4,nie jest źle 😀
Adr,2,"Brakuje ksiazki zamówień w app, duza roznica między cena kupna i sprzedaży, różnica która zmienia sie w zależności od godziny. Nie jest to dobre miejsce do gry na krypto, ponadto wielokrotnie zdarza sie że otwarta pozycja która zostawiam do następnego dnia jest okrojona o kilka złotych mimo że rynek jest zamkniey."
Slawomir Kwasniewski,5,Opcjonalnie
Grzegorz Struczyk,5,super
Sławomir Rybarczyk,5,Dopiero zaczynam ale wszystko jest jasne i wydaje się czytelne.
Pol Be,5,bardzo pomocne i przydatne w codziennych inwestycjach!!
Janek,4,Jest bardzo dobra. Brak tylko możliwości zablokowania dostępu do aplikacji mobilnej z konta inwestora. Tak jak ma to miejsce w kontach bankowych.
Tomasz Bącler,1,Na telefonie Samsung A53 5G przy zmianie na konto demo następuje wylogowanie.
Wilhelm Masarczyk,1,You won't receive a proper form of dividend
sfrustrowany życiem,5,"Apka w porządku, dodalbym jeszcze we wskaźniku wolumenu opcje ""zmiany koloru słupka na inny jeżeli vol był mniejszy niż x poprzednich"". A tak to jest fajnie 🙂"
Daniel Płoszaj,3,"Aplikacja wygodna, płatności blik super. Nie zamknęła mi pozycji, która dotarła do celu ustalonego w ""take profit"" i raz otworzyło usunięte już zlecenie. Na minus brak możliwości złożenia reklamacji przez aplikację."
Rafal Majchrzak,1,Oszukują na spread potrafią zwiększyć tak żeby złapać stop loss. Słabo liczyłem na uczciwość.😒
Piotr Hajss,5,Kozak apka
do su,5,H Yr buh
Paweł Matuszczak,1,"Kpina z klienta. Od 3 miesięcy zgłaszam problem, że nie działa okno wpłat i wypłat oraz okno profilu w aplikacji mobilnej. Reakcji zero proszę przeinstalować aplikacje, ma pan starą wersję aplikacji. Brak słów. Szkoda, że nie ma minsowych ocen xtb to dno."
Wojciech Ni,1,"Aplikacja po aktualizacji, laguje długo trzeba czekać na wczytanie danych, totalne dno z aktualizacji na aktualizacje bye xtb"
Michal Lenovo,4,"O co chodzi z tym że mam zyskowne pozycje a nie zwiększają mi się ""wolne środki"" ? Doczekamy się kiedyś wskaźnika parabolic sar w aplikacji mobilnej ?"
Konrad Pruba,1,Punkty swapowe to złodziejstwo
Joanna K.,5,Sztos!!!
Stanisław Drozdowski,5,Kompatywilnie
Adam W,1,Xtb to mafia i szulernia sterowanie kursem przez słupy i Zabłockiego. Gdy są wyniki automatycznie pojawia się szmaty mata na spółce bankier.pl opluwa spółkę dewastuje ale to już jest wszystko połączone it z razem połączone ze słupami Przyjdzie dzień że będzie xtb żałować co co po prostu robi na akcjach Obecnie moje konto będzie zamknięte i przenoszę się do 500 plus nie zostawię ani jednej złotówki już w xtb bo nie chce współpracować z taką spółka. Proszę uważać i poważnie się zastanowić xtb .
Damian Ptak,5,👍
Grzegorz Kasiczak,4,Po wyjsciu z instrumentu aplikacja uparcie cofa do poczatku listy. Nie bylo tego w wersji przed aktualizacja. Te aktualizacje napisal czlowiek ktory chyba nie korzysta z XTB albo ma 10 instrumentow na liscie wiec nie robi mu to problemu. Do naprawy. 25.07.2022 Problem o ktorym wczesniej napisalem zostal naprawiony. W dodawaniu wskaźników brakuje mi tylko opcji ktora jest w wersji przegladarkowej - Zastosuj do wszystkich wykresow.
Marek Mister,2,niestety nie mam póki co możliwości zrobienia czegokolwiek. poprosiłem kilkukrotnie o pomoc. bez efektu. a że jestem cierpliwy to poczekam. być może chodzi o zniechęcenie mnie do rozpoczęcia przygody. zdroweczka dla całej ekipy.
Lubię Jechać Pociągiem,1,"Nie mogę się zalogować, zmieniłem hasło parę razy i nic wciąż pisze, że niepoprawny login a miałem go (login) skopiowanego. Edit: Stworzyłem nowy email i próbowałem stworzyć konto lecz znowu aplikacja uważa, że mam konto tylko podaję złe hasło i sytuacja się powtarza."
Michał Trypolin,5,Aplikacja już działa bez zastrzeżeń:)
Szymon K,2,Aplikacja uniemożliwia dodanie polskich akcji do obserwacji i zakupu.
Michał Ochman,5,"Pod względem prowizji, najbardziej opłacalny broker. Dość szeroki dostęp do różnych giełd na świecie. Nie słuchać głąbów, którzy krzyczą, że to oszustwo. Nakupowali pewnie akcji z lewarem albo bawili się w opcje i wielce zdziwieni, że im automatycznie akcje sprzedało. Nie instalować jeżeli się nie ma pojęcia o giełdzie i tyle w temacie. Fajnie by było dodać wykres pokazujący zmiany wartości portfela, bo tego brakuje. Generalnie polecam, lepiej się nie da trafić"
robert bro,5,Wszystko mega czytelne!
Rafał Hablasek,5,Wszystko ok
XXX YYY,5,"Aplikacja działa jak należy, przyjemnie się z niej korzysta - jest dość intuicyjna"
Zbigniew Popielecki,3,Przydały by się szablony dla osób że ślepota barw. Interfejs mógłby być nieco przyjazny. Opcja szybkiego tradingu powinna być też widoczna w trybie pełnoekranowym wykresu. Mam całkiem sporo innych sugestii dotyczących interfejsu.
Włodek Nowok,1,"Po ostatniej aktualizacji aplikacja nie łączy się za pomocą WiFi, edit - minął tydzień od zgłoszenia i dalej się nie łączy mój One plus 5T przez WiFi."
Karolina Natkaniec,5,Okkkkkk m
Roland Szczepaniak,1,"Coś nie tak, nie udało mi się zainstalować apki..."
Jerzy Orzepowski,1,"Wprowadzacie w błąd nie polecam, wycofuję zgody. Zostałem oszukany. Miałem ustalić ustawienie anteny naziemnej, a nie inwestycje"
Oliwer Walczak,1,Chciałem się zapytać mam te same konto na tym samym mailu i przyszła mi wiadomość że jest aktywny mój rachunek a jednak dalej go sprawdzacie jest jakiś sposób na to lub jakiś bezpośredni kontakt z wami ?
Oliwer Walczak,3,Ja rozumiem wszystko okej ale wchodzę na maila pisze że konto aktywne wchodzę na aplikację i pisze że zaraz aktywuje cię
Evgeny Bolucheskiy,5,super apka wiele mozliwosci
szumki44,1,Slaba platworma do crypto strasznie zaniza wartosci i jak spadnie ponizej 50% to automatycznie zamyka operacje wiec jestes stratyny.. nie polecam ... naprawde nie. Lepsze jeat baiance...
Patryk Karpiński,5,Ok
Krzysztof Brakopp,5,Super
Mruczysław Pazurek,1,"Od jakiegoś dłuższego już czasu aplikacja co chwilę się zawiesza. Support nie potrafi nic z tym zrobić. Śmiało mogę napisać że od strony stabilności jest to najgorsza aplikacja jaka kiedykolwiek zagościła przez ostatnią dekadę na moim telefonie. Odpowiadając na komentarz, w moim telefonie nie doszło do żadnych zmian, od dwóch lat jest ten sam, to aplikacja przestała działać a nie odwrotnie. Dostaliście wszystkie możliwe zrzuty danych i raporty ale nie udało wam się zlokalizować usterki."
Sebastian Szymeczko,1,50 zł prowizji to chyba śmiech...
DAVVIDyt1,2,Czekam na weryfikację konta już kilka dni Weryfikacja powinna przebiegać dużo szybciej
Trajan Zdrenka,4,"Moja poprzednia opinia o źle działającej aplikacji była niesprawiedliwa. Okazało się, że winny sprzęt, któryimo świeżości zwyczajnie nawalił. Teraz wszystko działa, tylko czemu czasami wyłącza się język polski? Nic wielkiego, ale zaskakuje."
Tomek Redmi,2,"Migotanie ekranu, znikające świeczki. Słupki wolumenu wyglądają jak zęby szczerbatego. No i ten kosmiczny spread. Niby w opisie instrumentu jest 1-2 pipsa często jest 9-11."
Maciej Tabor,1,Problemy techniczne akurat w trakcie publikacji ważnych danych. Dramat.
piotr sz,5,"Jak dla Mnie super apka , wszystko dopracowane no i dzial edukacja:)"
Piotr Kukiełka,4,"Aplikacja spełnia w większości moje wymagania, aczkolwiek od najnowszej aktualizacji, po przejściu do podgladu konkretnego waloru na liście i następnie powrocie do listy jestem przenoszony za każdym razem na samą górę listy. Jest to niestety dość uciążliwe, zwłaszcza przy posiadaniu dłuższej listy ulubionych i chęci obejrzenia kilku walorów, które znajdują się gdzieś niżej."
Dorota Szulik Niksińska,5,Super
oskar sukiennik,5,Ideał😊
Tardis Tardisj,2,Już poprawiliście błąd że znikającym interfejsem. A co z błędem: wywalanie z aplikacji do ekranu logowania ????
RAFAŁ KAWA,5,Jest ok
Krzysztof Z,1,Rynek otwarty. Polska akcje. A nie można kupować akcji. Awaria o której nawet nie powiadomią i nie wiadomo jak długo.
Użytkownik Google,2,"problem z ustawieniem SL, zawieszanie siě aplikacji"
M2M Tester,4,"Bardzo przydałoby się szybkie kopiowanie ustawień wskaźników na inne (wszystkie) wykresy, lub jakaś forma definiowanego szablonu do szybkiego zastosowania."
damian derkowski,1,OSZUSTWO. Aplikacja w chwili przed wzrostem po spadkach specjalnie sprzedaje aby inwestor stracił. Początkowo myślałem iż sytuacja występuje tylko u mnie . Lecz rożnego typu forum potwierdziły to.
Bla Blabla,3,"W moim przypadku aplikacja to podstawa, jednak ciągle mam problemy z zawieszaniem i samoczynnym zamykaniem. Poza tym ustawienie kilku alarmów cenowych za jednym razem jest niemożliwe. Być może to za sprawą telefonu, dystrybucja na Chiny, ale dział wsparcia nie chce dalej pomóc."
DJDeadPig,1,"Zamyka pozycje ze względu na możliwą stratę. Pytając 10 razy przed założeniem konta, czy jestem świadomy możliwości straty. Jestem. Ale czekałem, aż się odbije, lecz nie zdążyło. Brak też możliwości kupna czegokolwiek za ułamki kwot. Minimalnie 150-200 zł. Nie polecam."
Michał,5,Przydałaby się widoczność obrotów dla akcji. Poza tym wszystko świetnie.
Fon Akces,5,Super apka
Jarosław Keller,4,"Brak wszystkich wskaźników z wersji na komputery. Bardzo przydatna byłaby opcja uruchomienia wykresów ze wskaźnikami dodanymi na komputerze, tak abym mógł w domu skonfigurować wykres, a potem na telefonie go obserwować ze wszystkimi elementami, które dodałem. Gdyby pojawiły się takie opcje, aplikacja byłaby idealna."
Emi Adas i Franio,5,"Fajna aplikacja. oczywiście trzeba poznać trochę detali, by w pełni korzystać. miałem na 3 telefonach: Wiko, LG i Huawei - żadnych problemów."
Tomasz K,4,"brak IPO i interesujących mnie spółek zagranicznych, poza tym jest w pytę"
Rafał Rafał,1,"Xtb to moja ulubiona platforma, jednak aplikacja ciągle się zacina przez co straciłem już sporo kasy, aplikacja do bani, za to na laptopie w przeglądarce śmiga jak należy"
Janusz Woźniak,5,Megan przejrzysta aplikacja
Adas Przybyla,1,Opłaty kosmiczne nie polecam....
karol jakoniuk,1,Mialo byc bez oplat a jak otwieram to place zaklaman aplikcja nie polecam s lepsze
volvic canon,5,"Przejrzysta aplikacja, świetna obsługa klienta. Polecam."
P Sz,4,Gdyby działało logowanie odciskiem palca byłoby 5 gwiazdek.
Artur Wojciechowski,5,platforma bardzo profesjonalna i intuicyjna
MaT eusz,2,Aplikacja często się zawiesza
Marcin Kubica,1,Chciałem założyć konto a tu ostatnie pytanie Oferta zawarcia umowy abonenckiej (dostęp do polskich akcji za darmo Zero konkretnego wyjaśnienia czyli jakiś abonament o którym nic nie pisze chyba naciągacze usuwam apke
Robert Włosek,5,serdecznie polecam. na takim koncie inwestowanie to sama przyjemnosc
Kamil,1,Zaprzestanie uwzględniania transakcji zagranicznych w PIT-8C bez żadnych informacji to czysta kpina. Ponadto wylogowalo mnie z aplikacji i nie można się ponownie zalogować. Hasło poprawne bo w przeglądarce problemu nie ma. Czas się pożegnać
Kamil Klebba,1,This application never worked.
Marcin Miller,3,Brak informacji o wartosci pozycji - wyswietlany jest tylko wolumen
Daniel DazelDan,5,Spoko aplikacja
Zbigniew Mielnik,5,"Wszystko fajnie intuicyjnie jest zrobione, a jak jest jakiś problem to jest wsparcie telefoniczne. Polecam"
Wojciech Kocik,4,Fajna aplikacja. Brakuje niestety widgetu.
Patrox,5,Super
Karol Sobański,5,"Najlepszy broker, 0 prowizji do 100k euro obrotow , i filmy edukacyjne :D"
Aleksandra Wardin,2,Bardzo często (kilka razy w miesiącu) wyrzuca z aplikacji i nie można się zalogować przez kilka minut !
Aleksander,1,"10 milionów kary od KNF za oszukiwanie klientów. Regularne wały (początek marca jakaś chora luka na NASDAQu). Top najgorszych polskich brokerów. Karę zapłacili, ale klientom hajsu z oszustwa nie oddali :))"
DeathCzort,5,jest ok
Marcel Opęchowski,4,Brakuje mi akcji ukraińskich. A tak to całkiem fajna apka.
Michał Firlewicz,1,"W żadnym wypadku nie polecam. Wydzwaniają później hamscy konsultanci. Mimo moich próźb zaniechania dalszych rozmów, numery zmieniały się notorycznie i wydzwaniały ponownie. Tak działa scamming. Nigdy nie wpłacę pieniędzy na tą platformę."
Łukasz Kossakowski,4,"Apka dobra, godna polecenia"
Przemek Babel,5,"Na wykresie świecowym volumen ""nie zgrywa się"" z wykresem"
Mateusz Urantówka,1,Nie można handlować polskimi spółkami.
Przemysław Szymanowski,5,wszystko Super polecam.
Piotr Kies,5,super
Kamil Marcisz,5,Szkoda ze nie ma opcji widgetu :( oprócz tego wszystko super.
Piotr Flasiński,5,Great app!
Krzysztof Bronk,1,Gdzie pit 8C dla giełd zagranicznych?!
Kamil Stig,1,Za brak pit z zagranicznych akcji.
B K,1,"Miałem przez 3 miesiące. Grałem wirtualnymi środkami na koncie demo. Zabawa się skończyła jak zaczęły do mnie wydzwaniać osoby zza granicy, próbujące wyłudzić moje dane osobowe i wciągnąć do gry na zagranicznych giełdach. Firma przekazuje dane kontaktowe użytkowników. NIE POLECAM! UNIKAĆ TEJ APKI!"
jaro3220,3,Jak ma się w portfelu akcje jednej firmy znroznych transakcji to nie ma możliwości sprzedaży z tej której się chce tylko z automatu sprzedaje te co są najdroższe....przez to się traci
A B-K,5,"super,super, super"
Filip Czaja,5,"szybko i sprawnie założyłem konto. jestem zadowolony ze robię szybkie operacje na telefonie, również na zagranicznych rynkach.najwazniejsze dla mnie to W-8BEN."
Emil Stasiak,5,to nie jest zabawka
Robert Dunikowski,5,Super aplikacja
Lea Witkiewicz,1,"Apka strasznie okrojona, brakuje wielu wskaźników dostepnych na desktopie i nie mozna ustawic stop lossow/TP dla akcji. Czeste przerwy techniczne. Nieprzewidywalne decyzje - np decyzja o niedostarczeniu PITów - cos czym wczesniej sie reklamowali i wielu inwestorow wybralo ich wlasnie z powodów wygodnych rozliczen. Nie polecam. Zegnam się z tym maklerem i rezygnuje z ich uslug."
